,image_80x64_path,image_80x64_filename,image_80x64_dim,image_160x128_path,image_160x128_filename,image_160x128_dim,image_320x256_path,image_320x256_filename,image_320x256_dim,image_640x512_path,image_640x512_filename,image_640x512_dim,image_1280x1024_path,image_1280x1024_filename,image_1280x1024_dim
4593,/l/vision/v5/sragas/DTU_patches/img80x64/scan49_depth_map_0049_x64.png,scan49_depth_map_0049_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan49_depth_map_0049_x128.png,scan49_depth_map_0049_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan49_depth_map_0049_x256.png,scan49_depth_map_0049_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan49_depth_map_0049_x512.png,scan49_depth_map_0049_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan49_depth_map_0049_x1024.png,scan49_depth_map_0049_x1024.png,1024x1280
6186,/l/vision/v5/sragas/DTU_patches/img80x64/scan71_depth_map_0042_x64.png,scan71_depth_map_0042_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan71_depth_map_0042_x128.png,scan71_depth_map_0042_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan71_depth_map_0042_x256.png,scan71_depth_map_0042_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan71_depth_map_0042_x512.png,scan71_depth_map_0042_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan71_depth_map_0042_x1024.png,scan71_depth_map_0042_x1024.png,1024x1280
5163,/l/vision/v5/sragas/DTU_patches/img80x64/scan57_depth_map_0043_x64.png,scan57_depth_map_0043_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan57_depth_map_0043_x128.png,scan57_depth_map_0043_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan57_depth_map_0043_x256.png,scan57_depth_map_0043_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan57_depth_map_0043_x512.png,scan57_depth_map_0043_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan57_depth_map_0043_x1024.png,scan57_depth_map_0043_x1024.png,1024x1280
4689,/l/vision/v5/sragas/DTU_patches/img80x64/scan50_depth_map_0017_x64.png,scan50_depth_map_0017_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan50_depth_map_0017_x128.png,scan50_depth_map_0017_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan50_depth_map_0017_x256.png,scan50_depth_map_0017_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan50_depth_map_0017_x512.png,scan50_depth_map_0017_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan50_depth_map_0017_x1024.png,scan50_depth_map_0017_x1024.png,1024x1280
724,/l/vision/v5/sragas/DTU_patches/img80x64/scan110_depth_map_0020_x64.png,scan110_depth_map_0020_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan110_depth_map_0020_x128.png,scan110_depth_map_0020_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan110_depth_map_0020_x256.png,scan110_depth_map_0020_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan110_depth_map_0020_x512.png,scan110_depth_map_0020_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan110_depth_map_0020_x1024.png,scan110_depth_map_0020_x1024.png,1024x1280
765,/l/vision/v5/sragas/DTU_patches/img80x64/scan110_depth_map_0061_x64.png,scan110_depth_map_0061_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan110_depth_map_0061_x128.png,scan110_depth_map_0061_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan110_depth_map_0061_x256.png,scan110_depth_map_0061_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan110_depth_map_0061_x512.png,scan110_depth_map_0061_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan110_depth_map_0061_x1024.png,scan110_depth_map_0061_x1024.png,1024x1280
4296,/l/vision/v5/sragas/DTU_patches/img80x64/scan45_depth_map_0008_x64.png,scan45_depth_map_0008_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan45_depth_map_0008_x128.png,scan45_depth_map_0008_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan45_depth_map_0008_x256.png,scan45_depth_map_0008_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan45_depth_map_0008_x512.png,scan45_depth_map_0008_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan45_depth_map_0008_x1024.png,scan45_depth_map_0008_x1024.png,1024x1280
3795,/l/vision/v5/sragas/DTU_patches/img80x64/scan38_depth_map_0019_x64.png,scan38_depth_map_0019_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan38_depth_map_0019_x128.png,scan38_depth_map_0019_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan38_depth_map_0019_x256.png,scan38_depth_map_0019_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan38_depth_map_0019_x512.png,scan38_depth_map_0019_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan38_depth_map_0019_x1024.png,scan38_depth_map_0019_x1024.png,1024x1280
6162,/l/vision/v5/sragas/DTU_patches/img80x64/scan71_depth_map_0018_x64.png,scan71_depth_map_0018_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan71_depth_map_0018_x128.png,scan71_depth_map_0018_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan71_depth_map_0018_x256.png,scan71_depth_map_0018_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan71_depth_map_0018_x512.png,scan71_depth_map_0018_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan71_depth_map_0018_x1024.png,scan71_depth_map_0018_x1024.png,1024x1280
307,/l/vision/v5/sragas/DTU_patches/img80x64/scan104_depth_map_0051_x64.png,scan104_depth_map_0051_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan104_depth_map_0051_x128.png,scan104_depth_map_0051_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan104_depth_map_0051_x256.png,scan104_depth_map_0051_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan104_depth_map_0051_x512.png,scan104_depth_map_0051_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan104_depth_map_0051_x1024.png,scan104_depth_map_0051_x1024.png,1024x1280
1278,/l/vision/v5/sragas/DTU_patches/img80x64/scan118_depth_map_0062_x64.png,scan118_depth_map_0062_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan118_depth_map_0062_x128.png,scan118_depth_map_0062_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan118_depth_map_0062_x256.png,scan118_depth_map_0062_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan118_depth_map_0062_x512.png,scan118_depth_map_0062_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan118_depth_map_0062_x1024.png,scan118_depth_map_0062_x1024.png,1024x1280
3855,/l/vision/v5/sragas/DTU_patches/img80x64/scan39_depth_map_0015_x64.png,scan39_depth_map_0015_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan39_depth_map_0015_x128.png,scan39_depth_map_0015_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan39_depth_map_0015_x256.png,scan39_depth_map_0015_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan39_depth_map_0015_x512.png,scan39_depth_map_0015_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan39_depth_map_0015_x1024.png,scan39_depth_map_0015_x1024.png,1024x1280
3666,/l/vision/v5/sragas/DTU_patches/img80x64/scan36_depth_map_0018_x64.png,scan36_depth_map_0018_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan36_depth_map_0018_x128.png,scan36_depth_map_0018_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan36_depth_map_0018_x256.png,scan36_depth_map_0018_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan36_depth_map_0018_x512.png,scan36_depth_map_0018_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan36_depth_map_0018_x1024.png,scan36_depth_map_0018_x1024.png,1024x1280
6183,/l/vision/v5/sragas/DTU_patches/img80x64/scan71_depth_map_0039_x64.png,scan71_depth_map_0039_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan71_depth_map_0039_x128.png,scan71_depth_map_0039_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan71_depth_map_0039_x256.png,scan71_depth_map_0039_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan71_depth_map_0039_x512.png,scan71_depth_map_0039_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan71_depth_map_0039_x1024.png,scan71_depth_map_0039_x1024.png,1024x1280
6169,/l/vision/v5/sragas/DTU_patches/img80x64/scan71_depth_map_0025_x64.png,scan71_depth_map_0025_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan71_depth_map_0025_x128.png,scan71_depth_map_0025_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan71_depth_map_0025_x256.png,scan71_depth_map_0025_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan71_depth_map_0025_x512.png,scan71_depth_map_0025_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan71_depth_map_0025_x1024.png,scan71_depth_map_0025_x1024.png,1024x1280
7193,/l/vision/v5/sragas/DTU_patches/img80x64/scan8_depth_map_0025_x64.png,scan8_depth_map_0025_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan8_depth_map_0025_x128.png,scan8_depth_map_0025_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan8_depth_map_0025_x256.png,scan8_depth_map_0025_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan8_depth_map_0025_x512.png,scan8_depth_map_0025_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan8_depth_map_0025_x1024.png,scan8_depth_map_0025_x1024.png,1024x1280
1791,/l/vision/v5/sragas/DTU_patches/img80x64/scan125_depth_map_0063_x64.png,scan125_depth_map_0063_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan125_depth_map_0063_x128.png,scan125_depth_map_0063_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan125_depth_map_0063_x256.png,scan125_depth_map_0063_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan125_depth_map_0063_x512.png,scan125_depth_map_0063_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan125_depth_map_0063_x1024.png,scan125_depth_map_0063_x1024.png,1024x1280
6922,/l/vision/v5/sragas/DTU_patches/img80x64/scan86_depth_map_0010_x64.png,scan86_depth_map_0010_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan86_depth_map_0010_x128.png,scan86_depth_map_0010_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan86_depth_map_0010_x256.png,scan86_depth_map_0010_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan86_depth_map_0010_x512.png,scan86_depth_map_0010_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan86_depth_map_0010_x1024.png,scan86_depth_map_0010_x1024.png,1024x1280
4127,/l/vision/v5/sragas/DTU_patches/img80x64/scan42_depth_map_0031_x64.png,scan42_depth_map_0031_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan42_depth_map_0031_x128.png,scan42_depth_map_0031_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan42_depth_map_0031_x256.png,scan42_depth_map_0031_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan42_depth_map_0031_x512.png,scan42_depth_map_0031_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan42_depth_map_0031_x1024.png,scan42_depth_map_0031_x1024.png,1024x1280
5590,/l/vision/v5/sragas/DTU_patches/img80x64/scan63_depth_map_0022_x64.png,scan63_depth_map_0022_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan63_depth_map_0022_x128.png,scan63_depth_map_0022_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan63_depth_map_0022_x256.png,scan63_depth_map_0022_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan63_depth_map_0022_x512.png,scan63_depth_map_0022_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan63_depth_map_0022_x1024.png,scan63_depth_map_0022_x1024.png,1024x1280
2053,/l/vision/v5/sragas/DTU_patches/img80x64/scan13_depth_map_0005_x64.png,scan13_depth_map_0005_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan13_depth_map_0005_x128.png,scan13_depth_map_0005_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan13_depth_map_0005_x256.png,scan13_depth_map_0005_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan13_depth_map_0005_x512.png,scan13_depth_map_0005_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan13_depth_map_0005_x1024.png,scan13_depth_map_0005_x1024.png,1024x1280
5082,/l/vision/v5/sragas/DTU_patches/img80x64/scan56_depth_map_0026_x64.png,scan56_depth_map_0026_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan56_depth_map_0026_x128.png,scan56_depth_map_0026_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan56_depth_map_0026_x256.png,scan56_depth_map_0026_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan56_depth_map_0026_x512.png,scan56_depth_map_0026_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan56_depth_map_0026_x1024.png,scan56_depth_map_0026_x1024.png,1024x1280
3018,/l/vision/v5/sragas/DTU_patches/img80x64/scan27_depth_map_0010_x64.png,scan27_depth_map_0010_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan27_depth_map_0010_x128.png,scan27_depth_map_0010_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan27_depth_map_0010_x256.png,scan27_depth_map_0010_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan27_depth_map_0010_x512.png,scan27_depth_map_0010_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan27_depth_map_0010_x1024.png,scan27_depth_map_0010_x1024.png,1024x1280
71,/l/vision/v5/sragas/DTU_patches/img80x64/scan101_depth_map_0007_x64.png,scan101_depth_map_0007_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan101_depth_map_0007_x128.png,scan101_depth_map_0007_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan101_depth_map_0007_x256.png,scan101_depth_map_0007_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan101_depth_map_0007_x512.png,scan101_depth_map_0007_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan101_depth_map_0007_x1024.png,scan101_depth_map_0007_x1024.png,1024x1280
3159,/l/vision/v5/sragas/DTU_patches/img80x64/scan29_depth_map_0023_x64.png,scan29_depth_map_0023_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan29_depth_map_0023_x128.png,scan29_depth_map_0023_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan29_depth_map_0023_x256.png,scan29_depth_map_0023_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan29_depth_map_0023_x512.png,scan29_depth_map_0023_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan29_depth_map_0023_x1024.png,scan29_depth_map_0023_x1024.png,1024x1280
3980,/l/vision/v5/sragas/DTU_patches/img80x64/scan40_depth_map_0012_x64.png,scan40_depth_map_0012_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan40_depth_map_0012_x128.png,scan40_depth_map_0012_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan40_depth_map_0012_x256.png,scan40_depth_map_0012_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan40_depth_map_0012_x512.png,scan40_depth_map_0012_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan40_depth_map_0012_x1024.png,scan40_depth_map_0012_x1024.png,1024x1280
2826,/l/vision/v5/sragas/DTU_patches/img80x64/scan24_depth_map_0010_x64.png,scan24_depth_map_0010_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan24_depth_map_0010_x128.png,scan24_depth_map_0010_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan24_depth_map_0010_x256.png,scan24_depth_map_0010_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan24_depth_map_0010_x512.png,scan24_depth_map_0010_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan24_depth_map_0010_x1024.png,scan24_depth_map_0010_x1024.png,1024x1280
5093,/l/vision/v5/sragas/DTU_patches/img80x64/scan56_depth_map_0037_x64.png,scan56_depth_map_0037_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan56_depth_map_0037_x128.png,scan56_depth_map_0037_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan56_depth_map_0037_x256.png,scan56_depth_map_0037_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan56_depth_map_0037_x512.png,scan56_depth_map_0037_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan56_depth_map_0037_x1024.png,scan56_depth_map_0037_x1024.png,1024x1280
1260,/l/vision/v5/sragas/DTU_patches/img80x64/scan118_depth_map_0044_x64.png,scan118_depth_map_0044_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan118_depth_map_0044_x128.png,scan118_depth_map_0044_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan118_depth_map_0044_x256.png,scan118_depth_map_0044_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan118_depth_map_0044_x512.png,scan118_depth_map_0044_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan118_depth_map_0044_x1024.png,scan118_depth_map_0044_x1024.png,1024x1280
1666,/l/vision/v5/sragas/DTU_patches/img80x64/scan124_depth_map_0002_x64.png,scan124_depth_map_0002_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan124_depth_map_0002_x128.png,scan124_depth_map_0002_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan124_depth_map_0002_x256.png,scan124_depth_map_0002_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan124_depth_map_0002_x512.png,scan124_depth_map_0002_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan124_depth_map_0002_x1024.png,scan124_depth_map_0002_x1024.png,1024x1280
3254,/l/vision/v5/sragas/DTU_patches/img80x64/scan2_depth_map_0054_x64.png,scan2_depth_map_0054_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan2_depth_map_0054_x128.png,scan2_depth_map_0054_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan2_depth_map_0054_x256.png,scan2_depth_map_0054_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan2_depth_map_0054_x512.png,scan2_depth_map_0054_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan2_depth_map_0054_x1024.png,scan2_depth_map_0054_x1024.png,1024x1280
4928,/l/vision/v5/sragas/DTU_patches/img80x64/scan54_depth_map_0000_x64.png,scan54_depth_map_0000_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan54_depth_map_0000_x128.png,scan54_depth_map_0000_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan54_depth_map_0000_x256.png,scan54_depth_map_0000_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan54_depth_map_0000_x512.png,scan54_depth_map_0000_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan54_depth_map_0000_x1024.png,scan54_depth_map_0000_x1024.png,1024x1280
4209,/l/vision/v5/sragas/DTU_patches/img80x64/scan43_depth_map_0049_x64.png,scan43_depth_map_0049_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan43_depth_map_0049_x128.png,scan43_depth_map_0049_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan43_depth_map_0049_x256.png,scan43_depth_map_0049_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan43_depth_map_0049_x512.png,scan43_depth_map_0049_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan43_depth_map_0049_x1024.png,scan43_depth_map_0049_x1024.png,1024x1280
3816,/l/vision/v5/sragas/DTU_patches/img80x64/scan38_depth_map_0040_x64.png,scan38_depth_map_0040_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan38_depth_map_0040_x128.png,scan38_depth_map_0040_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan38_depth_map_0040_x256.png,scan38_depth_map_0040_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan38_depth_map_0040_x512.png,scan38_depth_map_0040_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan38_depth_map_0040_x1024.png,scan38_depth_map_0040_x1024.png,1024x1280
2167,/l/vision/v5/sragas/DTU_patches/img80x64/scan14_depth_map_0055_x64.png,scan14_depth_map_0055_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan14_depth_map_0055_x128.png,scan14_depth_map_0055_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan14_depth_map_0055_x256.png,scan14_depth_map_0055_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan14_depth_map_0055_x512.png,scan14_depth_map_0055_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan14_depth_map_0055_x1024.png,scan14_depth_map_0055_x1024.png,1024x1280
7553,/l/vision/v5/sragas/DTU_patches/img80x64/scan95_depth_map_0001_x64.png,scan95_depth_map_0001_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan95_depth_map_0001_x128.png,scan95_depth_map_0001_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan95_depth_map_0001_x256.png,scan95_depth_map_0001_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan95_depth_map_0001_x512.png,scan95_depth_map_0001_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan95_depth_map_0001_x1024.png,scan95_depth_map_0001_x1024.png,1024x1280
2533,/l/vision/v5/sragas/DTU_patches/img80x64/scan1_depth_map_0037_x64.png,scan1_depth_map_0037_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan1_depth_map_0037_x128.png,scan1_depth_map_0037_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan1_depth_map_0037_x256.png,scan1_depth_map_0037_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan1_depth_map_0037_x512.png,scan1_depth_map_0037_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan1_depth_map_0037_x1024.png,scan1_depth_map_0037_x1024.png,1024x1280
1695,/l/vision/v5/sragas/DTU_patches/img80x64/scan124_depth_map_0031_x64.png,scan124_depth_map_0031_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan124_depth_map_0031_x128.png,scan124_depth_map_0031_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan124_depth_map_0031_x256.png,scan124_depth_map_0031_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan124_depth_map_0031_x512.png,scan124_depth_map_0031_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan124_depth_map_0031_x1024.png,scan124_depth_map_0031_x1024.png,1024x1280
1095,/l/vision/v5/sragas/DTU_patches/img80x64/scan116_depth_map_0007_x64.png,scan116_depth_map_0007_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan116_depth_map_0007_x128.png,scan116_depth_map_0007_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan116_depth_map_0007_x256.png,scan116_depth_map_0007_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan116_depth_map_0007_x512.png,scan116_depth_map_0007_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan116_depth_map_0007_x1024.png,scan116_depth_map_0007_x1024.png,1024x1280
6474,/l/vision/v5/sragas/DTU_patches/img80x64/scan76_depth_map_0010_x64.png,scan76_depth_map_0010_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan76_depth_map_0010_x128.png,scan76_depth_map_0010_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan76_depth_map_0010_x256.png,scan76_depth_map_0010_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan76_depth_map_0010_x512.png,scan76_depth_map_0010_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan76_depth_map_0010_x1024.png,scan76_depth_map_0010_x1024.png,1024x1280
5810,/l/vision/v5/sragas/DTU_patches/img80x64/scan66_depth_map_0050_x64.png,scan66_depth_map_0050_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan66_depth_map_0050_x128.png,scan66_depth_map_0050_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan66_depth_map_0050_x256.png,scan66_depth_map_0050_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan66_depth_map_0050_x512.png,scan66_depth_map_0050_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan66_depth_map_0050_x1024.png,scan66_depth_map_0050_x1024.png,1024x1280
7485,/l/vision/v5/sragas/DTU_patches/img80x64/scan93_depth_map_0061_x64.png,scan93_depth_map_0061_x64.png,64x80,/l/vision/v5/sragas/DTU_patches/img160x128/scan93_depth_map_0061_x128.png,scan93_depth_map_0061_x128.png,128x160,/l/vision/v5/sragas/DTU_patches/img320x256/scan93_depth_map_0061_x256.png,scan93_depth_map_0061_x256.png,256x320,/l/vision/v5/sragas/DTU_patches/img640x512/scan93_depth_map_0061_x512.png,scan93_depth_map_0061_x512.png,512x640,/l/vision/v5/sragas/DTU_patches/img1280x1024/scan93_depth_map_0061_x1024.png,scan93_depth_map_0061_x1024.png,1024x1280
