,image_x1_path,image_x1_filename,image_x1_dim,image_x2_path,image_x2_filename,image_x2_dim,image_x4_path,image_x4_filename,image_x4_dim,image_x8_path,image_x8_filename,image_x8_dim,image_x16_path,image_x16_filename,image_x16_dim
1797,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477838499703409559x1.png,images_rig_cam4_1477838499703409559x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477838499703409559x2.png,images_rig_cam4_1477838499703409559x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477838499703409559x4.png,images_rig_cam4_1477838499703409559x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477838499703409559x8.png,images_rig_cam4_1477838499703409559x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477838499703409559x16.png,images_rig_cam4_1477838499703409559x16.png,512x512
1874,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477838505380465559x1.png,images_rig_cam4_1477838505380465559x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477838505380465559x2.png,images_rig_cam4_1477838505380465559x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477838505380465559x4.png,images_rig_cam4_1477838505380465559x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477838505380465559x8.png,images_rig_cam4_1477838505380465559x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477838505380465559x16.png,images_rig_cam4_1477838505380465559x16.png,512x512
1859,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477838504274545559x1.png,images_rig_cam4_1477838504274545559x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477838504274545559x2.png,images_rig_cam4_1477838504274545559x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477838504274545559x4.png,images_rig_cam4_1477838504274545559x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477838504274545559x8.png,images_rig_cam4_1477838504274545559x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477838504274545559x16.png,images_rig_cam4_1477838504274545559x16.png,512x512
164,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477843929203879523x1.png,images_rig_cam4_1477843929203879523x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477843929203879523x2.png,images_rig_cam4_1477843929203879523x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477843929203879523x4.png,images_rig_cam4_1477843929203879523x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477843929203879523x8.png,images_rig_cam4_1477843929203879523x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477843929203879523x16.png,images_rig_cam4_1477843929203879523x16.png,512x512
724,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474975205657970738x1.png,images_rig_cam4_1474975205657970738x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474975205657970738x2.png,images_rig_cam4_1474975205657970738x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474975205657970738x4.png,images_rig_cam4_1474975205657970738x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474975205657970738x8.png,images_rig_cam4_1474975205657970738x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474975205657970738x16.png,images_rig_cam4_1474975205657970738x16.png,512x512
290,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477843921020071523x1.png,images_rig_cam5_1477843921020071523x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477843921020071523x2.png,images_rig_cam5_1477843921020071523x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477843921020071523x4.png,images_rig_cam5_1477843921020071523x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477843921020071523x8.png,images_rig_cam5_1477843921020071523x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477843921020071523x16.png,images_rig_cam5_1477843921020071523x16.png,512x512
1682,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477833695643627598x1.png,images_rig_cam5_1477833695643627598x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477833695643627598x2.png,images_rig_cam5_1477833695643627598x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477833695643627598x4.png,images_rig_cam5_1477833695643627598x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477833695643627598x8.png,images_rig_cam5_1477833695643627598x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477833695643627598x16.png,images_rig_cam5_1477833695643627598x16.png,512x512
1487,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477833698961387598x1.png,images_rig_cam4_1477833698961387598x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477833698961387598x2.png,images_rig_cam4_1477833698961387598x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477833698961387598x4.png,images_rig_cam4_1477833698961387598x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477833698961387598x8.png,images_rig_cam4_1477833698961387598x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477833698961387598x16.png,images_rig_cam4_1477833698961387598x16.png,512x512
1836,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477838502578801559x1.png,images_rig_cam4_1477838502578801559x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477838502578801559x2.png,images_rig_cam4_1477838502578801559x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477838502578801559x4.png,images_rig_cam4_1477838502578801559x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477838502578801559x8.png,images_rig_cam4_1477838502578801559x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477838502578801559x16.png,images_rig_cam4_1477838502578801559x16.png,512x512
1290,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1474982940940971972x1.png,images_rig_cam5_1474982940940971972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1474982940940971972x2.png,images_rig_cam5_1474982940940971972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1474982940940971972x4.png,images_rig_cam5_1474982940940971972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1474982940940971972x8.png,images_rig_cam5_1474982940940971972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1474982940940971972x16.png,images_rig_cam5_1474982940940971972x16.png,512x512
778,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474975209639282738x1.png,images_rig_cam4_1474975209639282738x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474975209639282738x2.png,images_rig_cam4_1474975209639282738x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474975209639282738x4.png,images_rig_cam4_1474975209639282738x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474975209639282738x8.png,images_rig_cam4_1474975209639282738x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474975209639282738x16.png,images_rig_cam4_1474975209639282738x16.png,512x512
839,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474982926490283972x1.png,images_rig_cam4_1474982926490283972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474982926490283972x2.png,images_rig_cam4_1474982926490283972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474982926490283972x4.png,images_rig_cam4_1474982926490283972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474982926490283972x8.png,images_rig_cam4_1474982926490283972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474982926490283972x16.png,images_rig_cam4_1474982926490283972x16.png,512x512
348,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477843925296295523x1.png,images_rig_cam5_1477843925296295523x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477843925296295523x2.png,images_rig_cam5_1477843925296295523x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477843925296295523x4.png,images_rig_cam5_1477843925296295523x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477843925296295523x8.png,images_rig_cam5_1477843925296295523x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477843925296295523x16.png,images_rig_cam5_1477843925296295523x16.png,512x512
1883,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477838506044017559x1.png,images_rig_cam4_1477838506044017559x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477838506044017559x2.png,images_rig_cam4_1477838506044017559x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477838506044017559x4.png,images_rig_cam4_1477838506044017559x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477838506044017559x8.png,images_rig_cam4_1477838506044017559x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477838506044017559x16.png,images_rig_cam4_1477838506044017559x16.png,512x512
571,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474975194303858738x1.png,images_rig_cam4_1474975194303858738x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474975194303858738x2.png,images_rig_cam4_1474975194303858738x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474975194303858738x4.png,images_rig_cam4_1474975194303858738x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474975194303858738x8.png,images_rig_cam4_1474975194303858738x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474975194303858738x16.png,images_rig_cam4_1474975194303858738x16.png,512x512
906,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474982931430059972x1.png,images_rig_cam4_1474982931430059972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474982931430059972x2.png,images_rig_cam4_1474982931430059972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474982931430059972x4.png,images_rig_cam4_1474982931430059972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474982931430059972x8.png,images_rig_cam4_1474982931430059972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474982931430059972x16.png,images_rig_cam4_1474982931430059972x16.png,512x512
1827,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477838501915249559x1.png,images_rig_cam4_1477838501915249559x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477838501915249559x2.png,images_rig_cam4_1477838501915249559x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477838501915249559x4.png,images_rig_cam4_1477838501915249559x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477838501915249559x8.png,images_rig_cam4_1477838501915249559x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477838501915249559x16.png,images_rig_cam4_1477838501915249559x16.png,512x512
1421,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477833694095339598x1.png,images_rig_cam4_1477833694095339598x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477833694095339598x2.png,images_rig_cam4_1477833694095339598x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477833694095339598x4.png,images_rig_cam4_1477833694095339598x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477833694095339598x8.png,images_rig_cam4_1477833694095339598x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477833694095339598x16.png,images_rig_cam4_1477833694095339598x16.png,512x512
1542,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477833685321707598x1.png,images_rig_cam5_1477833685321707598x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477833685321707598x2.png,images_rig_cam5_1477833685321707598x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477833685321707598x4.png,images_rig_cam5_1477833685321707598x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477833685321707598x8.png,images_rig_cam5_1477833685321707598x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477833685321707598x16.png,images_rig_cam5_1477833685321707598x16.png,512x512
1270,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1474982939466411972x1.png,images_rig_cam5_1474982939466411972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1474982939466411972x2.png,images_rig_cam5_1474982939466411972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1474982939466411972x4.png,images_rig_cam5_1474982939466411972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1474982939466411972x8.png,images_rig_cam5_1474982939466411972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1474982939466411972x16.png,images_rig_cam5_1474982939466411972x16.png,512x512
1884,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477838506117745559x1.png,images_rig_cam4_1477838506117745559x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477838506117745559x2.png,images_rig_cam4_1477838506117745559x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477838506117745559x4.png,images_rig_cam4_1477838506117745559x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477838506117745559x8.png,images_rig_cam4_1477838506117745559x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477838506117745559x16.png,images_rig_cam4_1477838506117745559x16.png,512x512
458,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477843933406375523x1.png,images_rig_cam5_1477843933406375523x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477843933406375523x2.png,images_rig_cam5_1477843933406375523x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477843933406375523x4.png,images_rig_cam5_1477843933406375523x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477843933406375523x8.png,images_rig_cam5_1477843933406375523x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477843933406375523x16.png,images_rig_cam5_1477843933406375523x16.png,512x512
375,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477843927286951523x1.png,images_rig_cam5_1477843927286951523x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477843927286951523x2.png,images_rig_cam5_1477843927286951523x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477843927286951523x4.png,images_rig_cam5_1477843927286951523x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477843927286951523x8.png,images_rig_cam5_1477843927286951523x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477843927286951523x16.png,images_rig_cam5_1477843927286951523x16.png,512x512
333,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477843924190375523x1.png,images_rig_cam5_1477843924190375523x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477843924190375523x2.png,images_rig_cam5_1477843924190375523x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477843924190375523x4.png,images_rig_cam5_1477843924190375523x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477843924190375523x8.png,images_rig_cam5_1477843924190375523x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477843924190375523x16.png,images_rig_cam5_1477843924190375523x16.png,512x512
1121,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1474982928333483972x1.png,images_rig_cam5_1474982928333483972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1474982928333483972x2.png,images_rig_cam5_1474982928333483972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1474982928333483972x4.png,images_rig_cam5_1474982928333483972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1474982928333483972x8.png,images_rig_cam5_1474982928333483972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1474982928333483972x16.png,images_rig_cam5_1474982928333483972x16.png,512x512
1895,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477838506928753559x1.png,images_rig_cam4_1477838506928753559x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477838506928753559x2.png,images_rig_cam4_1477838506928753559x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477838506928753559x4.png,images_rig_cam4_1477838506928753559x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477838506928753559x8.png,images_rig_cam4_1477838506928753559x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477838506928753559x16.png,images_rig_cam4_1477838506928753559x16.png,512x512
1919,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477838508698225559x1.png,images_rig_cam4_1477838508698225559x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477838508698225559x2.png,images_rig_cam4_1477838508698225559x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477838508698225559x4.png,images_rig_cam4_1477838508698225559x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477838508698225559x8.png,images_rig_cam4_1477838508698225559x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477838508698225559x16.png,images_rig_cam4_1477838508698225559x16.png,512x512
816,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474982924794539972x1.png,images_rig_cam4_1474982924794539972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474982924794539972x2.png,images_rig_cam4_1474982924794539972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474982924794539972x4.png,images_rig_cam4_1474982924794539972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474982924794539972x8.png,images_rig_cam4_1474982924794539972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474982924794539972x16.png,images_rig_cam4_1474982924794539972x16.png,512x512
1384,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477833691367403598x1.png,images_rig_cam4_1477833691367403598x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477833691367403598x2.png,images_rig_cam4_1477833691367403598x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477833691367403598x4.png,images_rig_cam4_1477833691367403598x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477833691367403598x8.png,images_rig_cam4_1477833691367403598x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477833691367403598x16.png,images_rig_cam4_1477833691367403598x16.png,512x512
1684,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477833695791083598x1.png,images_rig_cam5_1477833695791083598x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477833695791083598x2.png,images_rig_cam5_1477833695791083598x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477833695791083598x4.png,images_rig_cam5_1477833695791083598x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477833695791083598x8.png,images_rig_cam5_1477833695791083598x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477833695791083598x16.png,images_rig_cam5_1477833695791083598x16.png,512x512
1799,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477838499850865559x1.png,images_rig_cam4_1477838499850865559x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477838499850865559x2.png,images_rig_cam4_1477838499850865559x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477838499850865559x4.png,images_rig_cam4_1477838499850865559x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477838499850865559x8.png,images_rig_cam4_1477838499850865559x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477838499850865559x16.png,images_rig_cam4_1477838499850865559x16.png,512x512
905,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474982931356331972x1.png,images_rig_cam4_1474982931356331972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474982931356331972x2.png,images_rig_cam4_1474982931356331972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474982931356331972x4.png,images_rig_cam4_1474982931356331972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474982931356331972x8.png,images_rig_cam4_1474982931356331972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474982931356331972x16.png,images_rig_cam4_1474982931356331972x16.png,512x512
1868,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477838504938097559x1.png,images_rig_cam4_1477838504938097559x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477838504938097559x2.png,images_rig_cam4_1477838504938097559x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477838504938097559x4.png,images_rig_cam4_1477838504938097559x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477838504938097559x8.png,images_rig_cam4_1477838504938097559x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477838504938097559x16.png,images_rig_cam4_1477838504938097559x16.png,512x512
1210,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1474982935042731972x1.png,images_rig_cam5_1474982935042731972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1474982935042731972x2.png,images_rig_cam5_1474982935042731972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1474982935042731972x4.png,images_rig_cam5_1474982935042731972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1474982935042731972x8.png,images_rig_cam5_1474982935042731972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1474982935042731972x16.png,images_rig_cam5_1474982935042731972x16.png,512x512
328,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477843923821735523x1.png,images_rig_cam5_1477843923821735523x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477843923821735523x2.png,images_rig_cam5_1477843923821735523x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477843923821735523x4.png,images_rig_cam5_1477843923821735523x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477843923821735523x8.png,images_rig_cam5_1477843923821735523x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477843923821735523x16.png,images_rig_cam5_1477843923821735523x16.png,512x512
1087,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1474982925826731972x1.png,images_rig_cam5_1474982925826731972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1474982925826731972x2.png,images_rig_cam5_1474982925826731972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1474982925826731972x4.png,images_rig_cam5_1474982925826731972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1474982925826731972x8.png,images_rig_cam5_1474982925826731972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1474982925826731972x16.png,images_rig_cam5_1474982925826731972x16.png,512x512
318,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477843923084455523x1.png,images_rig_cam5_1477843923084455523x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477843923084455523x2.png,images_rig_cam5_1477843923084455523x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477843923084455523x4.png,images_rig_cam5_1477843923084455523x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477843923084455523x8.png,images_rig_cam5_1477843923084455523x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477843923084455523x16.png,images_rig_cam5_1477843923084455523x16.png,512x512
1924,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477838509066865559x1.png,images_rig_cam4_1477838509066865559x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477838509066865559x2.png,images_rig_cam4_1477838509066865559x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477838509066865559x4.png,images_rig_cam4_1477838509066865559x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477838509066865559x8.png,images_rig_cam4_1477838509066865559x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477838509066865559x16.png,images_rig_cam4_1477838509066865559x16.png,512x512
1548,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477833685764075598x1.png,images_rig_cam5_1477833685764075598x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477833685764075598x2.png,images_rig_cam5_1477833685764075598x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477833685764075598x4.png,images_rig_cam5_1477833685764075598x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477833685764075598x8.png,images_rig_cam5_1477833685764075598x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477833685764075598x16.png,images_rig_cam5_1477833685764075598x16.png,512x512
